lead_time,portuguese
186,Non Portuguese
175,Non Portuguese
173,Portuguese
0,Non Portuguese
10,Non Portuguese
164,Non Portuguese
164,Non Portuguese
54,Non Portuguese
188,Non Portuguese
166,Non Portuguese
45,Non Portuguese
166,Non Portuguese
164,Non Portuguese
214,Non Portuguese
11,Non Portuguese
19,Non Portuguese
74,Non Portuguese
225,Non Portuguese
210,Non Portuguese
227,Portuguese
0,Non Portuguese
51,Non Portuguese
40,Portuguese
75,Non Portuguese
26,Non Portuguese
0,Non Portuguese
5,Non Portuguese
5,Non Portuguese
10,Non Portuguese
17,Non Portuguese
10,Non Portuguese
16,Non Portuguese
102,Non Portuguese
17,Non Portuguese
243,Non Portuguese
24,Non Portuguese
213,Non Portuguese
42,Non Portuguese
10,Non Portuguese
213,Non Portuguese
33,Non Portuguese
9,Non Portuguese
12,Non Portuguese
5,Non Portuguese
11,Non Portuguese
7,Non Portuguese
71,Non Portuguese
27,Non Portuguese
21,Non Portuguese
42,Non Portuguese
16,Non Portuguese
16,Non Portuguese
257,Non Portuguese
36,Non Portuguese
20,Non Portuguese
207,Non Portuguese
37,Non Portuguese
89,Non Portuguese
21,Non Portuguese
18,Non Portuguese
57,Non Portuguese
31,Non Portuguese
207,Non Portuguese
1,Non Portuguese
86,Non Portuguese
167,Non Portuguese
52,Non Portuguese
0,Portuguese
159,Non Portuguese
95,Non Portuguese
16,Non Portuguese
18,Non Portuguese
195,Non Portuguese
207,Non Portuguese
10,Non Portuguese
207,Non Portuguese
31,Non Portuguese
34,Non Portuguese
31,Non Portuguese
31,Non Portuguese
6,Non Portuguese
10,Non Portuguese
9,Non Portuguese
201,Non Portuguese
9,Non Portuguese
9,Non Portuguese
207,Non Portuguese
84,Non Portuguese
34,Non Portuguese
26,Non Portuguese
12,Non Portuguese
1,Non Portuguese
213,Non Portuguese
37,Non Portuguese
92,Non Portuguese
91,Non Portuguese
89,Non Portuguese
1,Portuguese
31,Non Portuguese
0,Portuguese
6,Non Portuguese
12,Non Portuguese
2,Non Portuguese
6,Non Portuguese
20,Non Portuguese
44,Non Portuguese
0,Non Portuguese
11,Non Portuguese
35,Non Portuguese
21,Non Portuguese
11,Non Portuguese
201,Non Portuguese
0,Portuguese
17,Non Portuguese
20,Non Portuguese
150,Non Portuguese
150,Non Portuguese
150,Non Portuguese
38,Non Portuguese
25,Non Portuguese
17,Non Portuguese
21,Non Portuguese
50,Non Portuguese
18,Non Portuguese
26,Non Portuguese
1,Non Portuguese
21,Non Portuguese
38,Non Portuguese
20,Non Portuguese
26,Non Portuguese
164,Non Portuguese
12,Portuguese
42,Non Portuguese
7,Non Portuguese
3,Non Portuguese
4,Portuguese
7,Non Portuguese
15,Non Portuguese
349,Portuguese
49,Non Portuguese
49,Non Portuguese
46,Non Portuguese
19,Non Portuguese
115,Non Portuguese
28,Non Portuguese
116,Non Portuguese
29,Non Portuguese
7,Non Portuguese
11,Non Portuguese
16,Portuguese
4,Non Portuguese
16,Non Portuguese
39,Non Portuguese
39,Non Portuguese
9,Non Portuguese
5,Portuguese
2,Non Portuguese
21,Non Portuguese
1,Non Portuguese
185,Non Portuguese
185,Non Portuguese
33,Non Portuguese
17,Non Portuguese
21,Non Portuguese
20,Non Portuguese
41,Non Portuguese
0,Non Portuguese
107,Non Portuguese
107,Non Portuguese
23,Non Portuguese
28,Non Portuguese
0,Portuguese
6,Portuguese
5,Portuguese
222,Non Portuguese
13,Non Portuguese
50,Non Portuguese
0,Portuguese
38,Non Portuguese
111,Non Portuguese
45,Non Portuguese
7,Non Portuguese
47,Non Portuguese
47,Non Portuguese
35,Non Portuguese
47,Non Portuguese
30,Non Portuguese
22,Non Portuguese
37,Non Portuguese
49,Non Portuguese
22,Non Portuguese
51,Non Portuguese
19,Non Portuguese
22,Non Portuguese
215,Non Portuguese
27,Non Portuguese
50,Non Portuguese
34,Non Portuguese
34,Non Portuguese
20,Non Portuguese
20,Non Portuguese
131,Non Portuguese
31,Non Portuguese
53,Non Portuguese
53,Non Portuguese
140,Non Portuguese
0,Non Portuguese
0,Portuguese
148,Non Portuguese
155,Non Portuguese
127,Non Portuguese
25,Non Portuguese
127,Non Portuguese
34,Non Portuguese
44,Portuguese
170,Non Portuguese
28,Non Portuguese
0,Non Portuguese
259,Non Portuguese
0,Non Portuguese
163,Non Portuguese
259,Non Portuguese
92,Non Portuguese
92,Non Portuguese
16,Non Portuguese
34,Non Portuguese
21,Non Portuguese
163,Non Portuguese
21,Non Portuguese
73,Non Portuguese
166,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
29,Non Portuguese
51,Non Portuguese
28,Non Portuguese
21,Non Portuguese
26,Non Portuguese
15,Portuguese
29,Non Portuguese
161,Non Portuguese
161,Non Portuguese
32,Non Portuguese
40,Non Portuguese
1,Non Portuguese
31,Non Portuguese
31,Non Portuguese
2,Non Portuguese
194,Non Portuguese
7,Non Portuguese
163,Non Portuguese
30,Non Portuguese
214,Non Portuguese
200,Non Portuguese
157,Non Portuguese
161,Non Portuguese
17,Non Portuguese
174,Non Portuguese
22,Non Portuguese
51,Portuguese
233,Non Portuguese
95,Non Portuguese
137,Non Portuguese
54,Non Portuguese
106,Non Portuguese
6,Non Portuguese
135,Non Portuguese
212,Non Portuguese
163,Non Portuguese
163,Non Portuguese
163,Non Portuguese
30,Non Portuguese
260,Non Portuguese
71,Non Portuguese
32,Non Portuguese
5,Non Portuguese
71,Non Portuguese
17,Non Portuguese
9,Non Portuguese
106,Non Portuguese
41,Non Portuguese
177,Non Portuguese
190,Non Portuguese
135,Non Portuguese
228,Non Portuguese
228,Non Portuguese
228,Non Portuguese
228,Non Portuguese
9,Non Portuguese
227,Non Portuguese
253,Non Portuguese
0,Non Portuguese
9,Non Portuguese
29,Non Portuguese
50,Non Portuguese
1,Non Portuguese
15,Portuguese
38,Non Portuguese
108,Non Portuguese
45,Non Portuguese
5,Non Portuguese
38,Non Portuguese
38,Non Portuguese
119,Non Portuguese
36,Non Portuguese
88,Non Portuguese
88,Non Portuguese
1,Non Portuguese
34,Non Portuguese
27,Non Portuguese
88,Non Portuguese
88,Non Portuguese
88,Non Portuguese
88,Non Portuguese
88,Non Portuguese
88,Non Portuguese
4,Non Portuguese
88,Non Portuguese
88,Non Portuguese
15,Non Portuguese
9,Non Portuguese
0,Non Portuguese
87,Non Portuguese
28,Non Portuguese
1,Non Portuguese
93,Non Portuguese
211,Non Portuguese
211,Non Portuguese
225,Non Portuguese
85,Non Portuguese
3,Non Portuguese
85,Non Portuguese
56,Non Portuguese
127,Non Portuguese
93,Non Portuguese
7,Non Portuguese
35,Non Portuguese
204,Non Portuguese
3,Portuguese
17,Non Portuguese
204,Non Portuguese
41,Non Portuguese
174,Non Portuguese
9,Non Portuguese
1,Non Portuguese
59,Non Portuguese
3,Non Portuguese
127,Non Portuguese
72,Non Portuguese
85,Non Portuguese
59,Non Portuguese
85,Non Portuguese
85,Non Portuguese
106,Non Portuguese
218,Non Portuguese
85,Non Portuguese
349,Non Portuguese
85,Non Portuguese
85,Non Portuguese
349,Non Portuguese
85,Non Portuguese
85,Non Portuguese
349,Non Portuguese
9,Non Portuguese
85,Non Portuguese
85,Non Portuguese
85,Non Portuguese
85,Non Portuguese
85,Non Portuguese
349,Non Portuguese
349,Non Portuguese
85,Non Portuguese
349,Non Portuguese
349,Non Portuguese
349,Non Portuguese
85,Non Portuguese
349,Non Portuguese
220,Non Portuguese
349,Non Portuguese
85,Non Portuguese
85,Non Portuguese
349,Non Portuguese
85,Non Portuguese
77,Non Portuguese
85,Non Portuguese
77,Non Portuguese
85,Non Portuguese
85,Non Portuguese
85,Non Portuguese
349,Non Portuguese
77,Non Portuguese
338,Non Portuguese
2,Non Portuguese
17,Non Portuguese
5,Non Portuguese
187,Non Portuguese
3,Non Portuguese
338,Non Portuguese
95,Non Portuguese
166,Non Portuguese
163,Non Portuguese
185,Non Portuguese
3,Non Portuguese
141,Non Portuguese
1,Non Portuguese
51,Non Portuguese
32,Non Portuguese
253,Non Portuguese
253,Non Portuguese
253,Non Portuguese
253,Non Portuguese
132,Non Portuguese
132,Non Portuguese
338,Non Portuguese
75,Non Portuguese
78,Non Portuguese
75,Non Portuguese
2,Non Portuguese
28,Non Portuguese
28,Non Portuguese
28,Non Portuguese
7,Non Portuguese
0,Non Portuguese
16,Non Portuguese
77,Non Portuguese
29,Non Portuguese
338,Non Portuguese
338,Non Portuguese
338,Non Portuguese
126,Non Portuguese
147,Non Portuguese
102,Non Portuguese
36,Non Portuguese
338,Non Portuguese
338,Non Portuguese
338,Non Portuguese
338,Non Portuguese
338,Non Portuguese
187,Non Portuguese
338,Non Portuguese
187,Non Portuguese
187,Non Portuguese
28,Non Portuguese
101,Non Portuguese
0,Portuguese
88,Non Portuguese
3,Non Portuguese
0,Portuguese
147,Non Portuguese
0,Non Portuguese
102,Non Portuguese
110,Non Portuguese
180,Non Portuguese
36,Non Portuguese
110,Non Portuguese
110,Non Portuguese
110,Non Portuguese
102,Non Portuguese
0,Non Portuguese
8,Non Portuguese
32,Non Portuguese
16,Non Portuguese
34,Non Portuguese
164,Non Portuguese
3,Non Portuguese
35,Non Portuguese
180,Non Portuguese
3,Non Portuguese
17,Non Portuguese
32,Non Portuguese
186,Non Portuguese
32,Non Portuguese
0,Non Portuguese
32,Portuguese
41,Portuguese
3,Non Portuguese
18,Non Portuguese
12,Portuguese
12,Non Portuguese
12,Portuguese
12,Non Portuguese
12,Non Portuguese
12,Portuguese
12,Non Portuguese
12,Non Portuguese
12,Non Portuguese
11,Non Portuguese
94,Non Portuguese
3,Non Portuguese
93,Non Portuguese
59,Non Portuguese
10,Non Portuguese
6,Non Portuguese
203,Non Portuguese
228,Non Portuguese
228,Non Portuguese
25,Non Portuguese
10,Non Portuguese
151,Non Portuguese
40,Non Portuguese
176,Non Portuguese
0,Non Portuguese
17,Non Portuguese
133,Non Portuguese
151,Non Portuguese
151,Non Portuguese
0,Non Portuguese
68,Non Portuguese
68,Non Portuguese
151,Non Portuguese
45,Non Portuguese
203,Non Portuguese
14,Non Portuguese
180,Non Portuguese
180,Portuguese
180,Non Portuguese
180,Non Portuguese
0,Non Portuguese
151,Non Portuguese
4,Portuguese
98,Non Portuguese
6,Non Portuguese
23,Non Portuguese
151,Non Portuguese
88,Non Portuguese
49,Non Portuguese
36,Non Portuguese
262,Non Portuguese
147,Non Portuguese
181,Non Portuguese
2,Non Portuguese
11,Non Portuguese
1,Non Portuguese
61,Non Portuguese
54,Non Portuguese
27,Non Portuguese
3,Non Portuguese
1,Portuguese
99,Non Portuguese
124,Non Portuguese
89,Non Portuguese
88,Non Portuguese
24,Non Portuguese
222,Non Portuguese
124,Non Portuguese
266,Non Portuguese
13,Non Portuguese
13,Non Portuguese
28,Non Portuguese
32,Non Portuguese
158,Non Portuguese
30,Non Portuguese
23,Non Portuguese
59,Non Portuguese
59,Non Portuguese
95,Non Portuguese
35,Non Portuguese
181,Non Portuguese
25,Portuguese
181,Non Portuguese
47,Non Portuguese
33,Non Portuguese
60,Non Portuguese
213,Non Portuguese
2,Portuguese
131,Non Portuguese
182,Non Portuguese
17,Non Portuguese
131,Non Portuguese
124,Non Portuguese
1,Non Portuguese
271,Non Portuguese
25,Portuguese
28,Non Portuguese
68,Non Portuguese
4,Portuguese
9,Portuguese
2,Portuguese
105,Non Portuguese
180,Portuguese
19,Non Portuguese
47,Non Portuguese
19,Non Portuguese
180,Non Portuguese
182,Non Portuguese
111,Non Portuguese
181,Non Portuguese
180,Non Portuguese
181,Non Portuguese
181,Non Portuguese
180,Non Portuguese
180,Non Portuguese
0,Non Portuguese
181,Non Portuguese
19,Non Portuguese
181,Portuguese
13,Non Portuguese
181,Non Portuguese
181,Non Portuguese
17,Non Portuguese
181,Portuguese
180,Non Portuguese
181,Non Portuguese
181,Non Portuguese
180,Non Portuguese
36,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Portuguese
181,Non Portuguese
5,Non Portuguese
27,Portuguese
4,Non Portuguese
31,Non Portuguese
209,Non Portuguese
212,Non Portuguese
208,Non Portuguese
84,Non Portuguese
260,Non Portuguese
0,Non Portuguese
279,Non Portuguese
279,Non Portuguese
279,Non Portuguese
36,Non Portuguese
279,Non Portuguese
180,Non Portuguese
279,Non Portuguese
36,Non Portuguese
1,Non Portuguese
112,Non Portuguese
181,Non Portuguese
187,Non Portuguese
125,Non Portuguese
40,Non Portuguese
126,Non Portuguese
32,Non Portuguese
181,Non Portuguese
181,Non Portuguese
187,Non Portuguese
181,Non Portuguese
181,Non Portuguese
25,Non Portuguese
180,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
181,Non Portuguese
180,Non Portuguese
180,Non Portuguese
206,Non Portuguese
180,Portuguese
43,Portuguese
181,Non Portuguese
180,Non Portuguese
180,Non Portuguese
114,Portuguese
26,Non Portuguese
111,Portuguese
47,Non Portuguese
180,Portuguese
111,Non Portuguese
36,Non Portuguese
180,Non Portuguese
36,Non Portuguese
181,Portuguese
180,Non Portuguese
113,Non Portuguese
180,Non Portuguese
36,Non Portuguese
180,Non Portuguese
180,Portuguese
0,Portuguese
182,Portuguese
181,Portuguese
21,Non Portuguese
82,Non Portuguese
3,Portuguese
180,Portuguese
279,Non Portuguese
182,Non Portuguese
0,Non Portuguese
81,Non Portuguese
180,Non Portuguese
1,Portuguese
22,Non Portuguese
17,Non Portuguese
113,Portuguese
40,Portuguese
6,Portuguese
36,Portuguese
17,Non Portuguese
57,Non Portuguese
82,Non Portuguese
3,Portuguese
53,Non Portuguese
1,Non Portuguese
113,Non Portuguese
2,Non Portuguese
176,Non Portuguese
41,Portuguese
2,Non Portuguese
194,Non Portuguese
3,Non Portuguese
11,Non Portuguese
17,Non Portuguese
0,Portuguese
0,Portuguese
15,Portuguese
0,Non Portuguese
52,Portuguese
0,Non Portuguese
1,Non Portuguese
22,Non Portuguese
1,Portuguese
1,Portuguese
1,Non Portuguese
91,Non Portuguese
22,Non Portuguese
6,Portuguese
2,Portuguese
1,Portuguese
4,Portuguese
6,Portuguese
5,Portuguese
25,Portuguese
6,Portuguese
0,Non Portuguese
268,Non Portuguese
48,Non Portuguese
49,Non Portuguese
24,Non Portuguese
268,Non Portuguese
49,Non Portuguese
97,Non Portuguese
268,Non Portuguese
47,Non Portuguese
268,Non Portuguese
0,Portuguese
268,Non Portuguese
268,Non Portuguese
84,Non Portuguese
98,Non Portuguese
185,Non Portuguese
185,Non Portuguese
185,Non Portuguese
81,Non Portuguese
24,Non Portuguese
18,Non Portuguese
21,Non Portuguese
1,Non Portuguese
0,Portuguese
25,Non Portuguese
0,Portuguese
2,Non Portuguese
112,Non Portuguese
0,Portuguese
17,Non Portuguese
0,Non Portuguese
77,Non Portuguese
0,Non Portuguese
36,Portuguese
44,Non Portuguese
38,Non Portuguese
2,Non Portuguese
23,Non Portuguese
36,Non Portuguese
36,Portuguese
68,Non Portuguese
45,Non Portuguese
0,Portuguese
43,Non Portuguese
1,Non Portuguese
2,Non Portuguese
22,Non Portuguese
2,Portuguese
2,Portuguese
2,Non Portuguese
2,Portuguese
1,Portuguese
20,Non Portuguese
2,Portuguese
2,Portuguese
2,Non Portuguese
6,Non Portuguese
6,Non Portuguese
238,Portuguese
77,Portuguese
335,Non Portuguese
2,Non Portuguese
53,Portuguese
0,Non Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
53,Non Portuguese
105,Portuguese
53,Portuguese
105,Non Portuguese
105,Portuguese
105,Portuguese
105,Non Portuguese
105,Portuguese
105,Portuguese
105,Portuguese
0,Portuguese
53,Non Portuguese
53,Non Portuguese
53,Portuguese
53,Portuguese
53,Portuguese
53,Portuguese
53,Portuguese
53,Portuguese
7,Non Portuguese
34,Non Portuguese
53,Portuguese
34,Non Portuguese
1,Portuguese
53,Portuguese
92,Non Portuguese
135,Non Portuguese
53,Portuguese
5,Non Portuguese
57,Non Portuguese
4,Non Portuguese
335,Non Portuguese
255,Non Portuguese
254,Non Portuguese
255,Non Portuguese
3,Portuguese
335,Portuguese
99,Non Portuguese
99,Non Portuguese
335,Non Portuguese
38,Non Portuguese
261,Non Portuguese
377,Non Portuguese
377,Non Portuguese
261,Non Portuguese
238,Portuguese
335,Non Portuguese
335,Non Portuguese
238,Non Portuguese
335,Non Portuguese
335,Portuguese
335,Non Portuguese
38,Portuguese
218,Non Portuguese
335,Non Portuguese
335,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
0,Non Portuguese
120,Non Portuguese
120,Non Portuguese
335,Non Portuguese
120,Non Portuguese
0,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
3,Non Portuguese
40,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
0,Portuguese
96,Non Portuguese
377,Non Portuguese
3,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
377,Non Portuguese
237,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
10,Portuguese
377,Non Portuguese
237,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
110,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
110,Non Portuguese
377,Non Portuguese
2,Portuguese
377,Non Portuguese
0,Portuguese
377,Non Portuguese
35,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
335,Non Portuguese
335,Non Portuguese
377,Non Portuguese
101,Non Portuguese
377,Non Portuguese
335,Non Portuguese
55,Non Portuguese
55,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
377,Non Portuguese
335,Non Portuguese
5,Non Portuguese
377,Non Portuguese
335,Non Portuguese
335,Non Portuguese
377,Non Portuguese
100,Non Portuguese
335,Non Portuguese
83,Non Portuguese
122,Non Portuguese
31,Non Portuguese
3,Non Portuguese
33,Non Portuguese
53,Non Portuguese
0,Non Portuguese
39,Non Portuguese
10,Portuguese
108,Non Portuguese
10,Portuguese
335,Non Portuguese
26,Non Portuguese
31,Non Portuguese
32,Non Portuguese
37,Non Portuguese
53,Portuguese
31,Non Portuguese
44,Non Portuguese
32,Non Portuguese
10,Portuguese
10,Portuguese
29,Non Portuguese
35,Portuguese
108,Non Portuguese
237,Non Portuguese
12,Non Portuguese
64,Non Portuguese
177,Portuguese
0,Non Portuguese
50,Non Portuguese
31,Non Portuguese
5,Non Portuguese
38,Non Portuguese
3,Non Portuguese
252,Non Portuguese
246,Non Portuguese
248,Portuguese
245,Non Portuguese
252,Non Portuguese
252,Non Portuguese
252,Non Portuguese
252,Non Portuguese
252,Non Portuguese
55,Non Portuguese
3,Non Portuguese
0,Non Portuguese
0,Non Portuguese
38,Non Portuguese
27,Non Portuguese
134,Non Portuguese
0,Non Portuguese
160,Non Portuguese
45,Non Portuguese
202,Non Portuguese
13,Non Portuguese
277,Non Portuguese
27,Non Portuguese
26,Non Portuguese
125,Non Portuguese
0,Non Portuguese
20,Non Portuguese
248,Portuguese
1,Non Portuguese
1,Portuguese
50,Non Portuguese
60,Non Portuguese
212,Non Portuguese
7,Non Portuguese
6,Non Portuguese
0,Non Portuguese
0,Non Portuguese
359,Non Portuguese
326,Non Portuguese
326,Non Portuguese
359,Non Portuguese
359,Non Portuguese
359,Non Portuguese
6,Non Portuguese
48,Non Portuguese
57,Non Portuguese
359,Non Portuguese
7,Non Portuguese
359,Non Portuguese
24,Non Portuguese
26,Non Portuguese
359,Non Portuguese
40,Non Portuguese
359,Non Portuguese
359,Non Portuguese
359,Non Portuguese
256,Non Portuguese
359,Non Portuguese
359,Non Portuguese
4,Non Portuguese
53,Non Portuguese
1,Non Portuguese
359,Non Portuguese
359,Non Portuguese
52,Non Portuguese
48,Non Portuguese
30,Non Portuguese
52,Non Portuguese
25,Non Portuguese
143,Non Portuguese
48,Non Portuguese
230,Non Portuguese
25,Non Portuguese
37,Non Portuguese
57,Non Portuguese
4,Non Portuguese
23,Non Portuguese
23,Non Portuguese
25,Non Portuguese
50,Non Portuguese
28,Non Portuguese
54,Non Portuguese
47,Non Portuguese
70,Non Portuguese
5,Non Portuguese
16,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Non Portuguese
54,Non Portuguese
53,Non Portuguese
65,Non Portuguese
153,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Non Portuguese
73,Non Portuguese
54,Portuguese
95,Non Portuguese
26,Non Portuguese
26,Non Portuguese
13,Non Portuguese
13,Non Portuguese
13,Non Portuguese
159,Non Portuguese
37,Non Portuguese
37,Non Portuguese
58,Non Portuguese
27,Non Portuguese
3,Non Portuguese
65,Non Portuguese
43,Non Portuguese
159,Non Portuguese
43,Non Portuguese
25,Non Portuguese
25,Non Portuguese
25,Non Portuguese
159,Non Portuguese
25,Non Portuguese
26,Non Portuguese
46,Non Portuguese
153,Non Portuguese
55,Non Portuguese
59,Non Portuguese
12,Non Portuguese
47,Non Portuguese
52,Non Portuguese
79,Non Portuguese
70,Non Portuguese
217,Non Portuguese
127,Non Portuguese
57,Non Portuguese
188,Non Portuguese
1,Non Portuguese
41,Non Portuguese
52,Non Portuguese
64,Non Portuguese
24,Non Portuguese
159,Non Portuguese
70,Non Portuguese
153,Non Portuguese
40,Portuguese
28,Non Portuguese
213,Non Portuguese
25,Non Portuguese
57,Portuguese
57,Non Portuguese
71,Non Portuguese
43,Non Portuguese
154,Non Portuguese
103,Non Portuguese
3,Portuguese
9,Non Portuguese
9,Non Portuguese
8,Portuguese
46,Non Portuguese
8,Portuguese
3,Portuguese
256,Non Portuguese
47,Non Portuguese
90,Non Portuguese
66,Non Portuguese
66,Portuguese
39,Non Portuguese
256,Non Portuguese
68,Non Portuguese
59,Non Portuguese
45,Portuguese
67,Portuguese
153,Non Portuguese
43,Non Portuguese
87,Non Portuguese
119,Non Portuguese
119,Non Portuguese
119,Non Portuguese
119,Non Portuguese
256,Non Portuguese
81,Non Portuguese
256,Non Portuguese
36,Non Portuguese
36,Portuguese
9,Non Portuguese
7,Portuguese
3,Non Portuguese
184,Non Portuguese
184,Non Portuguese
108,Non Portuguese
68,Non Portuguese
256,Non Portuguese
24,Non Portuguese
78,Non Portuguese
45,Non Portuguese
28,Non Portuguese
69,Non Portuguese
184,Non Portuguese
8,Non Portuguese
47,Non Portuguese
1,Non Portuguese
182,Non Portuguese
5,Non Portuguese
0,Portuguese
69,Non Portuguese
69,Non Portuguese
83,Non Portuguese
50,Non Portuguese
256,Non Portuguese
86,Non Portuguese
184,Portuguese
59,Non Portuguese
256,Non Portuguese
256,Non Portuguese
256,Non Portuguese
182,Non Portuguese
184,Non Portuguese
184,Non Portuguese
50,Non Portuguese
24,Non Portuguese
26,Non Portuguese
184,Non Portuguese
184,Non Portuguese
256,Non Portuguese
7,Non Portuguese
30,Non Portuguese
35,Non Portuguese
184,Non Portuguese
15,Non Portuguese
1,Portuguese
165,Non Portuguese
132,Non Portuguese
21,Non Portuguese
7,Non Portuguese
19,Non Portuguese
1,Non Portuguese
7,Non Portuguese
82,Non Portuguese
81,Non Portuguese
185,Non Portuguese
27,Non Portuguese
179,Non Portuguese
26,Non Portuguese
144,Non Portuguese
5,Non Portuguese
58,Non Portuguese
1,Portuguese
191,Non Portuguese
191,Portuguese
191,Portuguese
36,Non Portuguese
137,Non Portuguese
40,Non Portuguese
5,Non Portuguese
66,Non Portuguese
66,Non Portuguese
66,Non Portuguese
104,Non Portuguese
4,Non Portuguese
18,Non Portuguese
26,Non Portuguese
2,Non Portuguese
249,Non Portuguese
129,Non Portuguese
34,Non Portuguese
41,Non Portuguese
17,Non Portuguese
87,Non Portuguese
36,Non Portuguese
2,Non Portuguese
28,Non Portuguese
76,Non Portuguese
256,Non Portuguese
256,Non Portuguese
130,Non Portuguese
133,Non Portuguese
205,Non Portuguese
22,Non Portuguese
232,Non Portuguese
0,Non Portuguese
99,Non Portuguese
15,Portuguese
1,Non Portuguese
50,Non Portuguese
1,Non Portuguese
7,Non Portuguese
193,Non Portuguese
44,Non Portuguese
44,Non Portuguese
28,Non Portuguese
192,Non Portuguese
202,Non Portuguese
6,Non Portuguese
192,Non Portuguese
192,Non Portuguese
192,Non Portuguese
16,Non Portuguese
26,Non Portuguese
192,Non Portuguese
192,Non Portuguese
10,Non Portuguese
0,Portuguese
192,Non Portuguese
27,Non Portuguese
192,Non Portuguese
274,Non Portuguese
96,Non Portuguese
192,Non Portuguese
12,Non Portuguese
35,Non Portuguese
12,Non Portuguese
25,Non Portuguese
277,Portuguese
277,Portuguese
11,Non Portuguese
29,Non Portuguese
83,Non Portuguese
83,Non Portuguese
83,Non Portuguese
192,Non Portuguese
30,Non Portuguese
90,Non Portuguese
192,Non Portuguese
2,Non Portuguese
227,Non Portuguese
80,Non Portuguese
94,Non Portuguese
34,Non Portuguese
88,Non Portuguese
25,Non Portuguese
88,Non Portuguese
24,Non Portuguese
88,Non Portuguese
1,Portuguese
192,Non Portuguese
35,Non Portuguese
0,Portuguese
26,Non Portuguese
1,Non Portuguese
0,Portuguese
15,Non Portuguese
44,Non Portuguese
44,Non Portuguese
266,Non Portuguese
192,Non Portuguese
15,Non Portuguese
25,Portuguese
1,Non Portuguese
7,Non Portuguese
192,Non Portuguese
44,Non Portuguese
17,Non Portuguese
0,Non Portuguese
0,Non Portuguese
192,Non Portuguese
189,Non Portuguese
220,Non Portuguese
220,Non Portuguese
153,Non Portuguese
48,Non Portuguese
74,Non Portuguese
71,Non Portuguese
71,Non Portuguese
62,Portuguese
71,Non Portuguese
71,Non Portuguese
32,Non Portuguese
71,Non Portuguese
18,Non Portuguese
107,Non Portuguese
107,Non Portuguese
77,Non Portuguese
84,Non Portuguese
84,Non Portuguese
273,Non Portuguese
284,Non Portuguese
96,Non Portuguese
0,Portuguese
37,Non Portuguese
128,Non Portuguese
128,Non Portuguese
235,Non Portuguese
79,Non Portuguese
79,Portuguese
277,Non Portuguese
48,Non Portuguese
55,Non Portuguese
64,Non Portuguese
183,Non Portuguese
146,Non Portuguese
228,Non Portuguese
228,Non Portuguese
146,Non Portuguese
62,Portuguese
84,Non Portuguese
14,Non Portuguese
207,Non Portuguese
0,Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
189,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
80,Non Portuguese
386,Non Portuguese
71,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
386,Non Portuguese
